rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
276,276-300,Drexel University,-,224,34.7,236,36.6,284,34.7,277,14.9,376,65.1,189,United States,Drexel University,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Architecture,General Engineering,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Business & Management,Economics & Econometrics,Law,History, Philosophy & Theology,Psychology,Veterinary Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Mathematics & Statistics,Other Health,Chemistry,Agriculture & Forestry",False,False
276,276-300,University of South Carolina-Columbia,-,363,37.5,201,31.3,321,30.8,330,28.0,258,53.2,281,United States,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",False,False
276,276-300,University of Montana,-,348,28.9,291,24.9,370,34.1,285,14.9,377,72.1,151,United States,University of Montana,"Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Psychology,Business & Management,Geography,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False
301,301-350,"University of Maryland, Baltimore County",-,342,19.4,375,32.6,315,32.6,302,16.4,368,65.2,188,United States,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False
301,301-350,SUNY University at Albany,-,293,30.2,282,27.8,352,-,381,30.0,242,52.9,284,United States,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False
301,301-350,University of Kentucky,-,336,39.1,187,21.7,384,-,393,27.8,260,45.5,345,United States,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Psychology,Chemistry,Architecture,Computer Science,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Geography,Business & Management,Other Health,Agriculture & Forestry,Physics & Astronomy,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance",False,False
301,301-350,Washington State University,-,396,29.9,285,33.9,303,55.8,104,30.6,235,47.1,338,United States,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False
301,301-350,North Carolina State University,-,273,34.8,233,29.2,338,35.7,263,28.8,253,47.6,330,United States,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
301,301-350,Wayne State University,-,397,34.3,243,28.1,347,-,399,16.2,370,58.4,245,United States,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",False,False
301,301-350,Creighton University,-,221,42.4,162,26.0,365,-,371,9.3,398,61.0,225,United States,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False
301,301-350,University of Vermont,-,383,28.5,296,19.9,392,-,397,20.6,333,58.6,241,United States,University of Vermont UV Vermont USA,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Biological Sciences,Sociology,Education,Geography,Other Health,Veterinary Science,Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Mathematics & Statistics,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Computer Science,Physics & Astronomy",False,False
351,351-400,Lehigh University,-,249,26.0,319,30.4,330,40.1,207,19.7,342,50.6,303,United States,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False
351,351-400,University of Wyoming,-,390,18.6,384,28.1,346,30.9,328,24.2,298,47.5,331,United States,University of Wyoming,"Computer Science,Sociology,Business & Management,Economics & Econometrics,Agriculture & Forestry,Psychology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Education,Sport Science,Chemistry,Chemical Engineering,Physics & Astronomy,Other Health,Law,Languages, Literature & Linguistics,Mathematics & Statistics",False,False
351,351-400,SUNY Binghamton University,-,210,23.3,337,30.7,327,33.4,293,21.9,318,51.1,301,United States,SUNY Binghamton University,"Education,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemical Engineering,Psychology,History, Philosophy & Theology,Physics & Astronomy,Archaeology,Geography,Medicine & Dentistry,Art, Performing Arts & Design,Business & Management,Accounting & Finance,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Sociology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False
351,351-400,Southern Methodist University,-,290,18.6,381,35.2,293,-,380,9.0,400,67.3,175,United States,Southern Methodist University,"Accounting & Finance,Archaeology,Architecture,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Civil Engineering,Communication & Media Studies,Computer Science,Economics & Econometrics,Education,Electrical & Electronic Engineering,General Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",False,False
351,351-400,Temple University,-,298,37.2,206,20.1,389,-,382,18.8,353,43.3,358,United States,Temple University,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",False,False
351,351-400,University of Oklahoma,-,351,36.8,208,24.2,374,33.9,286,17.8,360,42.9,359,United States,University of Oklahoma,"Geography,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Sport Science,Medicine & Dentistry,Economics & Econometrics,Law,General Engineering,Architecture,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Sociology,Physics & Astronomy,Computer Science,Other Health,Archaeology,Chemical Engineering,Chemistry,Mathematics & Statistics",False,False
351,351-400,George Mason University,-,228,27.2,310,34.9,296,28.2,360,19.7,341,53.0,282,United States,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
351,351-400,University of Houston,-,331,37.5,200,32.6,314,35.7,264,25.0,291,35.0,380,United States,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False
351,351-400,The University of Texas at San Antonio,-,374,17.3,390,28.6,342,32.2,308,17.6,362,66.2,183,United States,The University of Texas at San Antonio,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Law,Business & Management,Chemistry,Civil Engineering,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Computer Science,General Engineering,History, Philosophy & Theology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Geography,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Other Health,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Architecture,Sport Science",False,False
