rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
5360,501-600,Kansas State University,27.6—32.5,5360,25.0,500,17.9,539,40.7,562,44.4,338,43.9,488,United States,"21,472",14.3,10%,49 : 51,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,Manhattan,KS,66506,Riley,39.188616,-96.581077
5490,501-600,Missouri University of Science and Technology,27.6—32.5,5490,20.0,704,24.7,372,34.0,625,45.4,312,65.3,242,United States,"7,884",23.0,17%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False,Rolla,MO,65409,Phelps,37.955853,-91.7759
5500,501-600,Montana State University,27.6—32.5,5500,18.7,770,20.7,470,56.7,414,43.3,364,26.2,747,United States,"13,360",18.6,5%,45 : 55,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False,Bozeman,MT,59717,Gallatin,45.666829,-111.049918
5570,501-600,University of Nebraska Medical Center,27.6—32.5,5570,36.4,245,12.9,689,35.8,608,37.1,572,36.8,599,United States,"2,847",2.5,8%,66 : 34,University of Nebraska Medical Center,"Psychology,Medicine & Dentistry,Other Health,Education,Biological Sciences",False,False,Omaha,NE,68198,Douglas,41.255088,-95.976346
5580,501-600,New Jersey Institute of Technology,27.6—32.5,5580,21.3,653,17.8,545,47.9,493,47.6,283,55.1,341,United States,"9,743",18.0,21%,24 : 76,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False,Newark,NJ,07102,Essex,40.741997,-74.177113
5610,501-600,Old Dominion University,27.6—32.5,5610,23.1,571,17.7,548,53.2,446,1.7,974,27.5,732,United States,"20,131",20.2,3%,54 : 46,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False,Norfolk,VA,23529,Norfolk,36.884919,-76.309653
5860,501-600,University of Toledo,27.6—32.5,5860,32.8,306,14.1,650,33.6,631,44.3,340,38.8,571,United States,"18,916",16.5,10%,50 : 50,University of Toledo,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Law,Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Geography,Biological Sciences,Education,General Engineering,Business & Management",False,False,Toledo,OH,43606,Lucas,41.657246,-83.615936
5990,501-600,University of Wisconsin-Milwaukee,27.6—32.5,5990,21.1,661,17.8,546,53.6,442,34.0,749,28.2,717,United States,"22,442",18.2,6%,52 : 48,University of Wisconsin-Milwaukee,"Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Geography,Computer Science,Languages, Literature & Linguistics,General Engineering,Chemistry,Business & Management,Sociology,Civil Engineering,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Architecture,Sport Science",False,False,Milwaukee,WI,53201,Milwaukee,43.076848,-87.880488
6130,601-800,Auburn University,18.6—27.5,6130,31.7,331,18.3,532,24.2,722,40.0,452,30.9,678,United States,"22,282",17.6,5%,50 : 50,Auburn University,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Auburn University,AL,36849,Lee,32.600201,-85.492409
6430,601-800,Clemson University,18.6—27.5,6430,23.5,556,22.0,441,33.0,638,38.8,497,35.6,609,United States,"19,743",17.0,7%,46 : 54,Clemson University,"Geography,History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,General Engineering,Education,Mathematics & Statistics,Veterinary Science,Other Health,Architecture,Agriculture & Forestry",False,False,Clemson,SC,29634,Pickens,34.677329,-82.834463
6660,601-800,Florida Institute of Technology,18.6—27.5,6660,25.5,480,13.4,669,28.8,680,36.6,594,60.6,282,United States,"4,715",14.0,30%,33 : 67,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,Melbourne,FL,32901,Brevard,28.064503,-80.624628
6730,601-800,Hofstra University,18.6—27.5,6730,35.8,251,4.8,972,18.9,792,32.1,949,26.6,742,United States,"9,920",14.2,10%,55 : 45,Hofstra University,"Education,Civil Engineering,Psychology,Biological Sciences,Other Health,Sport Science,Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Computer Science,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,Hempstead,NY,11549,Nassau,40.715959,-73.60078
7270,601-800,University of North Carolina at Greensboro,18.6—27.5,7270,19.3,731,15.5,607,41.6,552,33.2,814,19.4,863,United States,"18,497",22.1,3%,66 : 34,University of North Carolina at Greensboro,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",False,False,Greensboro,NC,27402,Guilford,36.067503,-79.809844
7330,601-800,Oakland University,18.6—27.5,7330,17.4,830,11.8,735,24.5,720,33.5,783,24.5,774,United States,"15,083",20.4,2%,59 : 41,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False,Rochester Hills,MI,48309,Oakland,42.674569,-83.216414
7480,601-800,Rochester Institute of Technology,18.6—27.5,7480,19.8,717,16.2,582,30.9,660,33.7,763,33.8,639,United States,"13,518",14.1,16%,34 : 66,Rochester Institute of Technology,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",False,False,Rochester,NY,14623,Monroe,43.084436,-77.673854
7790,601-800,Texas Tech University,18.6—27.5,7790,27.7,419,16.6,577,25.4,713,33.6,776,41.1,531,United States,"30,145",20.2,7%,45 : 55,Texas Tech University,"Sociology,Archaeology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Geography,Mathematics & Statistics,Education,Architecture,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Biological Sciences,Law,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Sport Science,Civil Engineering,Business & Management",False,False,Lubbock,TX,79409,Lubbock,33.580451,-101.877129
9470,801+,University of Southern Mississippi,8.3—18.5,9470,20.1,699,8.5,885,23.0,740,38.3,510,22.6,808,United States,"14,143",17.8,3%,63 : 37,University of Southern Mississippi,"Accounting & Finance,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,Psychology,Education,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,General Engineering,Chemical Engineering,Business & Management,Chemistry,Geography,History, Philosophy & Theology,Other Health,Law,Languages, Literature & Linguistics",False,False,Hattiesburg,MS,39406,Forrest,31.327499,-89.33791
1310,131,Arizona State University (Tempe),57.2,1310,38.5,208,48.9,110,87.7,100,36.6,592,49.7,405,United States,"43,082",20.1,16%,44 : 56,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False,Tempe,AZ,85281,Maricopa,33.4172,-111.9355
3110,301-350,"Colorado State University, Fort Collins",40.7—43.3,3110,29.6,379,32.6,250,63.4,357,43.6,359,35.1,620,United States,"23,998",16.4,5%,53 : 47,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False,Fort Collins,CO,80523,Larimer,39.7448,-104.9887
160,16,Columbia University,86.1,160,86.9,10,78.9,30,98.6,20,44.9,322,75.3,166,United States,"25,659",6.0,30%,,Columbia University,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",False,False,New York,NY,10027,New York,40.8075,-73.9619
330,=33,Georgia Institute of Technology,76.3,330,60.8,53,79.2,29,90.8,74,62.3,158,72.8,186,United States,"19,847",19.8,26%,31 : 69,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",False,False,Atlanta,GA,30332,Fulton,33.7756,-84.3963
1510,150,Indiana University,55.0,1510,46.4,123,40.2,170,82.1,159,35.2,675,47.0,445,United States,"66,057",14.2,14%,52 : 48,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",False,False,Bloomington,IN,47405,Monroe,39.1678,-86.5235
4430,401-500,Kent State University,32.6—37.5,4430,22.3,601,17.1,559,64.6,344,32.4,893,34.3,630,United States,"23,059",18.6,8%,59 : 41,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False,Kent,TX,44242,Portage,41.1516,-81.337
5430,501-600,Louisiana State University,27.6—32.5,5430,31.1,343,20.2,485,42.1,545,32.1,954,29.7,696,United States,"28,541",19.9,5%,52 : 48,Louisiana State University,"Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Sociology,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Chemistry,Other Health,Education,Languages, Literature & Linguistics,Geography,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Psychology,Law,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering",False,False,Baton Rouge,LA,70803,East Baton Rouge,30.4127,-91.1807
3820,351-400,Mizzou - University of Missouri,37.6—40.6,3820,30.9,350,19.3,503,67.0,322,33.8,758,34.0,635,United States,"30,535",11.3,6%,53 : 47,Mizzou - University of Missouri,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Sociology,Chemical Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Business & Management,Geography,Civil Engineering,Education,Art, Performing Arts & Design,Archaeology,Biological Sciences,Veterinary Science,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Psychology,Computer Science,Accounting & Finance,Law,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Communication & Media Studies",False,False,Columbia,MO,65211,Boone,38.941,-92.3264
4640,401-500,New Mexico State University (Main campus),32.6—37.5,4640,19.8,716,21.0,462,59.3,390,36.9,580,33.0,648,United States,"14,479",17.8,7%,53 : 47,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False,Las Cruces,NY,88003,Doña Ana,32.2829,-106.7478
2290,201-250,North Carolina State University,46.3—50.4,2290,37.5,229,32.7,248,68.4,300,42.0,393,50.2,399,United States,"30,187",13.1,12%,45 : 55,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,Raleigh,NC,27695,Wake,35.7851,-78.6744
1850,=182,"Northeastern University, US",51.7,1850,38.2,213,25.7,355,89.8,85,35.5,657,63.0,265,United States,"18,368",14.5,28%,50 : 50,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False,Boston,MA,2115,Suffolk,42.3395,-71.0878
720,=72,Ohio State University (Main campus),64.2,720,57.0,65,53.1,90,86.2,117,50.6,236,54.6,351,United States,"52,497",12.8,12%,49 : 51,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False,Columbus,OH,43210,Franklin,39.9995,-83.0082
7340,601-800,Ohio University (Main campus),18.6—27.5,7340,24.9,509,14.2,645,28.5,684,34.2,737,29.5,699,United States,"30,341",20.9,6%,57 : 43,Ohio University (Main campus),"Psychology,Accounting & Finance,Chemistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Biological Sciences,Business & Management,General Engineering,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Communication & Media Studies,Medicine & Dentistry,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Sport Science,Chemical Engineering,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Other Health",False,False,Athens,OH,45701,Athens,39.3237,-82.1035
5600,501-600,Oklahoma State University,27.6—32.5,5600,26.4,457,24.7,373,41.7,550,36.3,607,27.2,736,United States,"21,252",21.4,7%,49 : 51,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False,Stillwater,OK,74078,Payne,36.123,-97.0696
2790,251-300,Oregon Health and Science University,43.5—46.2,2790,29.7,378,15.3,613,97.6,26,44.9,324,23.2,792,United States,"2,861",1.1,2%,65 : 35,Oregon Health and Science University,"Other Health,Psychology,Medicine & Dentistry,Biological Sciences,Chemistry",False,False,Portland,OR,97239,Multnomah,45.4988,-122.686
700,70,Purdue University West Lafayette,64.5,700,57.2,62,66.8,52,69.0,295,62.5,157,67.7,221,United States,"38,788",17.7,22%,42 : 58,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False,West Lafayette,IN,47907,Tippecanoe,40.4281,-86.9143
1420,141,Rutgers University – New Brunswick,56.2,1420,47.7,114,49.8,106,77.9,204,36.6,596,35.6,610,United States,"42,892",10.8,8%,52 : 48,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,New Brunswick,NJ,8901,Middlesex,40.4995,-74.447
5810,501-600,SUNY University at Albany,27.6—32.5,5810,23.5,559,22.8,425,45.8,511,32.7,863,34.4,629,United States,"15,363",16.0,8%,52 : 48,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False,Albany,NY,12222,Albany,42.6869,-73.8249
3390,301-350,Saint Louis University,40.7—43.3,3390,36.0,248,11.9,731,80.4,177,33.9,755,28.9,703,United States,"11,919",5.7,8%,58 : 42,Saint Louis University,"Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Physics & Astronomy,Education,Civil Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sport Science,Chemical Engineering,History, Philosophy & Theology,Geography,Other Health,Medicine & Dentistry,Psychology,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Business & Management,Law",False,False,St. Louis,MO,63103,St. Louis City,38.6365,-90.2333
1700,169,Texas A&M University,53.2,1700,53.1,79,57.0,78,50.7,464,46.9,295,50.1,402,United States,"53,694",22.1,9%,47 : 53,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False,College Station,TX,77843,Brazos,30.6107,-96.3491
110,=10,The University of Chicago,88.9,110,88.1,8,89.1,12,99.1,14,37.7,535,67.8,220,United States,"13,486",6.2,24%,42 : 58,The University of Chicago,"Business & Management,Physics & Astronomy,Economics & Econometrics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Archaeology,Computer Science,Art, Performing Arts & Design,Geography,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Chemistry",False,False,Chicago,IL,60637,Cook,41.7901,-87.6009
