rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
4880,401–500,The University of Texas at San Antonio,38.8–42.3,4880,18.1,1070,21.1,589,78.0,257,36.2,994,36.4,856,United States,"24,435",24.5,4%,51 : 49,The University of Texas at San Antonio,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Law,Business & Management,Chemistry,Civil Engineering,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Computer Science,General Engineering,History, Philosophy & Theology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Geography,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Other Health,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Architecture,Sport Science",False,False,San Antonio,TX,78249,Bexar,29.582418,-98.621386
5020,501–600,University of Alabama in Huntsville,35.3–38.7,5020,22.2,785,22.4,548,58.1,524,68.4,159,44.9,655,United States,"6,729",16.3,8%,43 : 57,University of Alabama in Huntsville,"General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Education,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Geography,History, Philosophy & Theology,Languages, Literature & Linguistics,Sociology,Other Health,Physics & Astronomy,Chemistry,Sport Science,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Computer Science",False,False,Huntsville,AL,35899,Madison,34.722818,-86.63842
5240,501–600,Florida International University,35.3–38.7,5240,30.4,435,22.6,541,62.3,472,38.0,806,39.7,776,United States,"34,203",23.8,8%,57 : 43,Florida International University,"History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Architecture,Computer Science,Law,Chemistry,Business & Management,Sociology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Geography,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Education,Psychology",False,False,Miami,FL,33199,Miami-Dade,25.757111,-80.377591
5340,501–600,University of Idaho,35.3–38.7,5340,33.3,354,21.1,585,53.4,585,36.2,987,45.9,636,United States,"9,694",17.0,8%,48 : 52,University of Idaho,"Medicine & Dentistry,Veterinary Science,Art, Performing Arts & Design,General Engineering,Chemistry,Politics & International Studies (incl Development Studies),Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Sociology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Archaeology,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Law,Communication & Media Studies,Computer Science,Biological Sciences",False,False,Moscow,ID,83844,Latah,46.726894,-117.024296
5550,501–600,Missouri University of Science and Technology,35.3–38.7,5550,24.2,674,24.6,479,59.2,514,52.9,302,66.0,308,United States,"8,084",22.2,14%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False,Rolla,MO,65409,Phelps,37.955853,-91.7759
5600,501–600,University of Nebraska Medical Center,35.3–38.7,5600,35.8,297,12.1,1015,57.5,535,38.1,795,43.5,685,United States,"3,041",2.3,7%,68 : 32,University of Nebraska Medical Center,"Psychology,Medicine & Dentistry,Other Health,Education,Biological Sciences",False,False,Omaha,NE,68198,Douglas,41.255088,-95.976346
5620,501–600,New Jersey Institute of Technology,35.3–38.7,5620,21.3,843,19.2,651,58.2,523,36.7,940,76.8,214,United States,"9,279",15.1,17%,25 : 75,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False,Newark,NJ,07102,Essex,40.741997,-74.177113
5630,501–600,Northern Arizona University,35.3–38.7,5630,20.2,921,14.7,835,82.3,218,35.1,1166,31.5,945,United States,"29,684",28.1,5%,60 : 40,Northern Arizona University,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Languages, Literature & Linguistics,Architecture,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Communication & Media Studies,Sport Science,General Engineering,Education,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Psychology,Chemical Engineering,Other Health",False,False,Flagstaff,AZ,86011,Coconino,35.188875,-111.655559
5750,501–600,University of Rhode Island,35.3–38.7,5750,23.9,695,17.7,711,66.0,427,34.4,1381,35.4,876,United States,"16,569",19.3,3%,57 : 43,University of Rhode Island,"Psychology,Architecture,Mathematics & Statistics,Veterinary Science,Electrical & Electronic Engineering,Geography,Civil Engineering,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Chemical Engineering,Business & Management,Chemistry,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Computer Science,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Art, Performing Arts & Design,Archaeology,General Engineering",False,False,Kingston,RI,02881,Washington,41.489334,-71.528708
5790,501–600,San Diego State University,35.3–38.7,5790,23.7,708,24.4,484,62.0,481,35.1,1170,33.9,907,United States,"30,799",30.5,8%,55 : 45,San Diego State University,"Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Civil Engineering,Biological Sciences,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Communication & Media Studies,Geography,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Chemistry",False,False,San Diego,CA,92182,San Diego,32.77525,-117.071228
5970,501–600,University of Wisconsin-Milwaukee,35.3–38.7,5970,21.7,814,22.7,540,66.9,414,36.2,997,33.2,916,United States,"20,874",19.3,6%,53 : 47,University of Wisconsin-Milwaukee,"Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Geography,Computer Science,Languages, Literature & Linguistics,General Engineering,Chemistry,Business & Management,Sociology,Civil Engineering,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Architecture,Sport Science",False,False,Milwaukee,WI,53201,Milwaukee,43.076848,-87.880488
6090,601–800,University of Arkansas,28.3–35.2,6090,26.9,564,23.0,524,37.0,828,39.4,694,30.9,957,United States,"24,754",19.8,5%,52 : 48,University of Arkansas,"Sociology,Geography,Education,Communication & Media Studies,Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Law,Agriculture & Forestry,Medicine & Dentistry,Accounting & Finance,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Sport Science,General Engineering,Economics & Econometrics,Chemistry,Psychology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Other Health",False,False,Fayetteville,AR,72701,Washington,36.065642,-94.177852
6100,601–800,Auburn University,28.3–35.2,6100,32.7,370,21.1,582,43.3,729,40.2,647,43.8,676,United States,"26,641",18.8,9%,51 : 49,Auburn University,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Auburn University,AL,36849,Lee,32.600201,-85.492409
6150,601–800,Baylor University,28.3–35.2,6150,32.1,382,18.2,688,53.9,581,35.3,1116,33.2,914,United States,"17,078",16.2,6%,57 : 43,Baylor University United States US USA,"Sociology,Education,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Agriculture & Forestry,Business & Management,Communication & Media Studies,Sport Science,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Physics & Astronomy,Electrical & Electronic Engineering,Psychology,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Other Health",False,False,Waco,TX,76798,McLennan,31.54615,-97.118453
6250,601–800,University of Central Florida,28.3–35.2,6250,26.5,573,28.7,385,49.7,629,42.6,528,32.9,920,United States,"56,228",35.3,4%,56 : 44,University of Central Florida,"Medicine & Dentistry,Mathematics & Statistics,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Business & Management,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Sport Science,Economics & Econometrics,Chemistry,Other Health,Psychology,Accounting & Finance,Education",False,False,Orlando,FL,32816,Orange,28.602159,-81.200889
6300,601–800,Clemson University,28.3–35.2,6300,25.0,629,21.2,580,43.0,736,40.1,656,39.2,788,United States,"21,436",17.0,7%,47 : 53,Clemson University,"Geography,History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,General Engineering,Education,Mathematics & Statistics,Veterinary Science,Other Health,Architecture,Agriculture & Forestry",False,False,Clemson,SC,29634,Pickens,34.677329,-82.834463
6370,601–800,Creighton University,28.3–35.2,6370,42.0,183,11.6,1045,41.5,754,35.7,1049,29.8,987,United States,"8,228",11.1,8%,58 : 42,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False,Omaha,NE,68178,Douglas,41.265354,-95.9478
6870,601–800,Kansas State University,28.3–35.2,6870,25.0,630,20.4,610,45.8,698,41.9,555,47.2,606,United States,"21,536",14.3,9%,50 : 50,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,Manhattan,KS,66506,Riley,39.188616,-96.581077
6990,601–800,Lehigh University,28.3–35.2,6990,27.4,538,20.8,600,51.0,614,40.3,640,45.1,652,United States,"6,462",10.8,17%,44 : 56,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False,Bethlehem,PA,18015,Northampton,40.606626,-75.377095
7190,601–800,Montana State University,28.3–35.2,7190,18.6,1031,19.4,643,67.0,412,48.4,364,28.4,1021,United States,"14,357",19.4,3%,46 : 54,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False,Bozeman,MT,59717,Gallatin,45.666829,-111.049918
7340,601–800,University of North Carolina at Greensboro,28.3–35.2,7340,20.9,875,19.3,648,50.0,626,35.4,1105,21.3,1205,United States,"18,999",22.2,4%,66 : 34,University of North Carolina at Greensboro,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",False,False,Greensboro,NC,27402,Guilford,36.067503,-79.809844
7390,601–800,Old Dominion University,28.3–35.2,7390,22.7,762,19.2,652,51.9,608,34.4,1376,30.4,975,United States,"18,878",18.2,3%,55 : 45,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False,Norfolk,VA,23529,Norfolk,36.884919,-76.309653
7490,601–800,Portland State University,28.3–35.2,7490,21.1,857,18.4,679,44.6,710,35.7,1057,30.4,976,United States,"20,219",18.4,9%,55 : 45,Portland State University,"Business & Management,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy",False,False,Portland,OR,97201,Multnomah,45.511698,-122.684197
7720,601–800,University of South Dakota,28.3–35.2,7720,31.2,407,15.6,803,46.8,684,39.0,729,25.3,1099,United States,"14,542",35.1,3%,61 : 39,University of South Dakota,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Education,Business & Management,Geography,Computer Science,Communication & Media Studies,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Law,Physics & Astronomy",False,False,Vermillion,SD,57069,Clay,42.784676,-96.926533
7760,601–800,Stevens Institute of Technology,28.3–35.2,7760,22.5,777,15.8,796,58.4,522,35.6,1075,68.7,284,United States,"5,943",16.7,38%,29 : 71,Stevens Institute of Technology,"Computer Science,Civil Engineering,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemistry",False,False,Hoboken,NJ,07030,Hudson,40.744776,-74.025334
7850,601–800,Texas Tech University,28.3–35.2,7850,30.8,418,20.9,599,46.5,691,36.2,995,48.4,583,United States,"33,015",20.6,9%,46 : 54,Texas Tech University,"Sociology,Archaeology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Geography,Mathematics & Statistics,Education,Architecture,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Biological Sciences,Law,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Sport Science,Civil Engineering,Business & Management",False,False,Lubbock,TX,79409,Lubbock,33.580451,-101.877129
7890,601–800,University of Toledo,28.3–35.2,7890,33.7,347,13.9,882,48.7,648,42.8,520,46.2,630,United States,"18,587",15.5,11%,51 : 49,University of Toledo,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Law,Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Geography,Biological Sciences,Education,General Engineering,Business & Management",False,False,Toledo,OH,43606,Lucas,41.657246,-83.615936
7990,601–800,Western Washington University,28.3–35.2,7990,16.2,1244,10.6,1124,62.2,477,34.5,1328,22.9,1162,United States,"13,726",17.7,1%,57 : 43,Western Washington University United States USA Washington,"General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Sociology,Geography,Economics & Econometrics,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,Sport Science,Archaeology,Business & Management",False,False,Bellingham,WA,98225,Whatcom,48.737379,-122.485016
8010,601–800,West Virginia University,28.3–35.2,8010,27.8,525,17.1,741,59.3,513,34.4,1396,40.8,755,United States,"25,966",18.5,8%,48 : 52,West Virginia University,"Mathematics & Statistics,Geography,Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,Civil Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Archaeology,Medicine & Dentistry,Business & Management,Chemistry,Economics & Econometrics,Sociology,Psychology,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,General Engineering,Law,Sport Science",False,False,Morgantown,WV,26506,Monongalia,39.63468,-79.953926
8030,601–800,Worcester Polytechnic Institute,28.3–35.2,8030,20.1,930,17.7,712,59.1,516,36.5,962,56.2,438,United States,"5,733",12.7,22%,34 : 66,Worcester Polytechnic Institute,"Politics & International Studies (incl Development Studies),Civil Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Art, Performing Arts & Design,Psychology,Biological Sciences,Mathematics & Statistics,Business & Management,Communication & Media Studies,Education,Chemistry,Economics & Econometrics,Sociology,Chemical Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,History, Philosophy & Theology",False,False,Worcester,MA,01609,Worcester,42.274953,-71.807916
8630,801–1000,Florida Atlantic University,22.2–28.2,8630,21.0,865,19.1,656,37.5,818,37.9,816,44.6,661,United States,"23,658",18.3,10%,60 : 40,Florida Atlantic University,"History, Philosophy & Theology,Architecture,Computer Science,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Education,Physics & Astronomy,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences",False,False,Boca Raton,FL,33431,Palm Beach,26.372421,-80.102978
8640,801–1000,Florida Institute of Technology,22.2–28.2,8640,22.7,760,14.6,839,31.4,915,37.7,833,56.8,432,United States,"5,344",14.1,33%,34 : 66,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,Melbourne,FL,32901,Brevard,28.064503,-80.624628
9080,801–1000,Louisiana Tech University,22.2–28.2,9080,17.3,1137,9.7,1209,43.9,719,34.8,1227,32.7,927,United States,"11,210",22.6,4%,46 : 54,Louisiana Tech University,"History, Philosophy & Theology,Mathematics & Statistics,Civil Engineering,Architecture,Communication & Media Studies,Chemical Engineering,Computer Science,Economics & Econometrics,Business & Management,Sport Science,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Sociology,Accounting & Finance,Biological Sciences,Education,General Engineering",False,False,Ruston,LA,71272,Lincoln,32.525518,-92.64964
9120,801–1000,Marquette University,22.2–28.2,9120,36.0,289,14.4,850,34.3,866,36.3,981,24.6,1112,United States,"10,472",12.0,4%,53 : 47,Marquette University,"Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Civil Engineering,Law,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Physics & Astronomy,Sport Science,Education,Computer Science",False,False,Milwaukee,WI,53233,Milwaukee,43.037183,-87.931088
9140,801–1000,Mississippi State University,22.2–28.2,9140,21.8,806,15.8,795,43.6,723,40.3,642,25.9,1080,United States,"26,121",19.0,3%,51 : 49,Mississippi State University,"Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Psychology,Architecture,Electrical & Electronic Engineering,Veterinary Science,Economics & Econometrics,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Other Health,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False,Mississippi State,MS,39762,Oktibbeha,33.451697,-88.790826
9280,801–1000,The New School,22.2–28.2,9280,23.9,693,15.2,813,30.2,931,38.4,770,50.3,547,United States,"10,434",9.4,35%,71 : 29,The New School,"Computer Science,Art, Performing Arts & Design,Architecture,Education,Sociology,Languages, Literature & Linguistics,Communication & Media Studies,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Business & Management,Psychology",False,False,New York,NY,10011,New York,40.735047,-73.994807
9510,801–1000,Rochester Institute of Technology,22.2–28.2,9510,20.0,933,18.1,696,39.0,800,35.9,1025,41.6,732,United States,"13,996",15.7,18%,36 : 64,Rochester Institute of Technology,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",False,False,Rochester,NY,14623,Monroe,43.084436,-77.673854
12420,1001+,University of North Carolina Wilmington,10.7–22.1,12420,15.9,1259,7.7,1362,23.3,1050,35.1,1165,26.5,1063,United States,"14,791",19.6,2%,62 : 38,University of North Carolina Wilmington,"Chemistry,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Education,Communication & Media Studies,Computer Science,Geography,Psychology,History, Philosophy & Theology,Business & Management,General Engineering,Agriculture & Forestry,Accounting & Finance",False,False,Wilmington,NC,28403,New Hanover,34.225223,-77.875527
12450,1001+,University of North Florida,10.7–22.1,12450,24.8,643,10.5,1129,25.7,1005,34.6,1289,24.0,1129,United States,"12,132",17.7,2%,57 : 43,University of North Florida,"Business & Management,Psychology,Accounting & Finance,Physics & Astronomy,Computer Science,Mathematics & Statistics,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Other Health,Civil Engineering,Geography,Art, Performing Arts & Design,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,History, Philosophy & Theology,Sport Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,Jacksonville,FL,32224,Duval,30.269313,-81.508308
