rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
4810,401–500,University of South Carolina-Columbia,37.1–41.6,4810,32.9,352,26.5,402,65.4,418,35.1,1006,42.8,645,United States,"31,547",16.2,6%,55 : 45,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",False,False,Columbia,SC,29208,Richland,33.996677,-81.026916
5020,401–500,University of Wisconsin-Milwaukee,37.1–41.6,5020,19.6,864,20.9,550,72.5,331,35.3,984,31.8,853,United States,"21,251",19.1,6%,53 : 47,University of Wisconsin-Milwaukee,"Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Geography,Computer Science,Languages, Literature & Linguistics,General Engineering,Chemistry,Business & Management,Sociology,Civil Engineering,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Architecture,Sport Science",False,False,Milwaukee,WI,53201,Milwaukee,43.076848,-87.880488
5220,501–600,Creighton University,33.5–37.0,5220,40.5,211,11.4,949,58.0,512,36.2,877,31.7,856,United States,"8,281",11.5,10%,62 : 38,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False,Omaha,NE,68178,Douglas,41.265354,-95.9478
5300,501–600,University of Idaho,33.5–37.0,5300,31.8,390,20.3,569,50.7,570,36.0,902,44.2,618,United States,"9,675",17.2,8%,48 : 52,University of Idaho,"Medicine & Dentistry,Veterinary Science,Art, Performing Arts & Design,General Engineering,Chemistry,Politics & International Studies (incl Development Studies),Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Sociology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Archaeology,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Law,Communication & Media Studies,Computer Science,Biological Sciences",False,False,Moscow,ID,83844,Latah,46.726894,-117.024296
5430,501–600,Lehigh University,33.5–37.0,5430,28.1,482,19.9,586,58.4,509,38.4,693,42.2,653,United States,"6,443",11.2,17%,44 : 56,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False,Bethlehem,PA,18015,Northampton,40.606626,-75.377095
5530,501–600,Missouri University of Science and Technology,33.5–37.0,5530,23.7,653,23.8,467,54.7,541,53.8,259,61.0,339,United States,"8,135",22.7,15%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False,Rolla,MO,65409,Phelps,37.955853,-91.7759
5540,501–600,Montana State University,33.5–37.0,5540,17.7,977,18.5,637,71.1,347,48.5,349,28.3,920,United States,"14,192",18.8,4%,46 : 54,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False,Bozeman,MT,59717,Gallatin,45.666829,-111.049918
5610,501–600,New Jersey Institute of Technology,33.5–37.0,5610,18.0,962,15.4,744,64.2,433,35.9,913,58.1,386,United States,"12,044",19.8,19%,24 : 76,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False,Newark,NJ,07102,Essex,40.741997,-74.177113
5790,501–600,San Diego State University,33.5–37.0,5790,23.4,677,23.4,478,58.0,513,34.8,1050,32.1,843,United States,"29,974",30.3,8%,55 : 45,San Diego State University,"Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Civil Engineering,Biological Sciences,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Communication & Media Studies,Geography,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Chemistry",False,False,San Diego,CA,92182,San Diego,32.77525,-117.071228
5870,501–600,Stevens Institute of Technology,33.5–37.0,5870,20.8,788,15.4,749,60.7,478,36.4,862,65.9,282,United States,"5,636",16.2,35%,29 : 71,Stevens Institute of Technology,"Computer Science,Civil Engineering,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemistry",False,False,Hoboken,NJ,07030,Hudson,40.744776,-74.025334
5900,501–600,The University of Texas at San Antonio,33.5–37.0,5900,17.2,1007,19.4,609,74.8,305,35.6,954,35.8,772,United States,"26,089",25.1,5%,50 : 50,The University of Texas at San Antonio,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Law,Business & Management,Chemistry,Civil Engineering,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Computer Science,General Engineering,History, Philosophy & Theology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Geography,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Other Health,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Architecture,Sport Science",False,False,San Antonio,TX,78249,Bexar,29.582418,-98.621386
5920,501–600,University of Toledo,33.5–37.0,5920,36.0,286,14.3,790,48.3,593,43.8,441,44.7,605,United States,"18,238",15.2,11%,50 : 50,University of Toledo,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Law,Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Geography,Biological Sciences,Education,General Engineering,Business & Management",False,False,Toledo,OH,43606,Lucas,41.657246,-83.615936
5990,501–600,Worcester Polytechnic Institute,33.5–37.0,5990,20.9,784,17.5,676,62.4,454,35.0,1018,55.1,428,United States,"5,517",12.6,22%,33 : 67,Worcester Polytechnic Institute,"Politics & International Studies (incl Development Studies),Civil Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Art, Performing Arts & Design,Psychology,Biological Sciences,Mathematics & Statistics,Business & Management,Communication & Media Studies,Education,Chemistry,Economics & Econometrics,Sociology,Chemical Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,History, Philosophy & Theology",False,False,Worcester,MA,01609,Worcester,42.274953,-71.807916
6100,601–800,University of Arkansas,26.0–33.4,6100,25.2,584,20.7,556,40.1,696,39.1,647,31.2,867,United States,"24,545",20.3,6%,52 : 48,University of Arkansas,"Sociology,Geography,Education,Communication & Media Studies,Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Law,Agriculture & Forestry,Medicine & Dentistry,Accounting & Finance,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Sport Science,General Engineering,Economics & Econometrics,Chemistry,Psychology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Other Health",False,False,Fayetteville,AR,72701,Washington,36.065642,-94.177852
6120,601–800,Auburn University,26.0–33.4,6120,32.8,354,20.8,551,34.8,775,40.7,558,36.8,749,United States,"24,274",18.2,6%,50 : 50,Auburn University,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Auburn University,AL,36849,Lee,32.600201,-85.492409
6150,601–800,Baylor University,26.0–33.4,6150,31.1,404,17.8,662,41.7,681,35.1,995,28.6,914,United States,"16,932",16.6,5%,57 : 43,Baylor University United States US USA,"Sociology,Education,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Agriculture & Forestry,Business & Management,Communication & Media Studies,Sport Science,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Physics & Astronomy,Electrical & Electronic Engineering,Psychology,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Other Health",False,False,Waco,TX,76798,McLennan,31.54615,-97.118453
6270,601–800,University of Central Florida,26.0–33.4,6270,27.8,496,26.8,394,44.9,627,43.3,454,30.9,873,United States,"54,697",36.2,3%,56 : 44,University of Central Florida,"Medicine & Dentistry,Mathematics & Statistics,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Business & Management,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Sport Science,Economics & Econometrics,Chemistry,Other Health,Psychology,Accounting & Finance,Education",False,False,Orlando,FL,32816,Orange,28.602159,-81.200889
6410,601–800,University of Dayton,26.0–33.4,6410,30.5,422,23.3,480,24.9,913,39.6,613,31.8,850,United States,"10,116",13.9,13%,52 : 48,University of Dayton,"Languages, Literature & Linguistics,Veterinary Science,Civil Engineering,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Other Health,Chemistry,Mathematics & Statistics,Computer Science,Archaeology,Communication & Media Studies,Sociology,History, Philosophy & Theology,General Engineering,Psychology,Education,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,Chemical Engineering,Sport Science,Law",False,False,Dayton,OH,45469,Montgomery,39.740464,-84.179789
6580,601–800,Fordham University,26.0–33.4,6580,41.0,199,23.2,482,34.5,778,34.7,1055,36.9,748,United States,"12,646",12.5,15%,59 : 41,Fordham University,"Accounting & Finance,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Economics & Econometrics,Education,Geography,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",False,False,Bronx,NY,10458,Bronx,40.861412,-73.889899
6870,601–800,Kansas State University,26.0–33.4,6870,24.0,641,19.8,591,47.1,608,41.3,534,45.2,588,United States,"21,970",14.6,9%,50 : 50,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,Manhattan,KS,66506,Riley,39.188616,-96.581077
7020,601–800,Louisiana Tech University,26.0–33.4,7020,17.7,975,10.5,1018,53.0,550,34.5,1087,33.6,820,United States,"11,138",27.4,4%,45 : 55,Louisiana Tech University,"History, Philosophy & Theology,Mathematics & Statistics,Civil Engineering,Architecture,Communication & Media Studies,Chemical Engineering,Computer Science,Economics & Econometrics,Business & Management,Sport Science,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Sociology,Accounting & Finance,Biological Sciences,Education,General Engineering",False,False,Ruston,LA,71272,Lincoln,32.525518,-92.64964
7060,601–800,Marquette University,26.0–33.4,7060,36.1,284,14.0,800,32.1,810,36.2,884,23.7,1029,United States,"10,494",12.3,5%,53 : 47,Marquette University,"Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Civil Engineering,Law,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Physics & Astronomy,Sport Science,Education,Computer Science",False,False,Milwaukee,WI,53233,Milwaukee,43.037183,-87.931088
7120,601–800,Mississippi State University,26.0–33.4,7120,21.0,777,16.1,720,41.8,677,38.0,722,24.2,1015,United States,"23,609",18.6,3%,51 : 49,Mississippi State University,"Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Psychology,Architecture,Electrical & Electronic Engineering,Veterinary Science,Economics & Econometrics,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Other Health,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False,Mississippi State,MS,39762,Oktibbeha,33.451697,-88.790826
7280,601–800,University of North Carolina at Greensboro,26.0–33.4,7280,21.2,769,20.6,558,39.0,716,34.9,1028,19.5,1138,United States,"18,593",24.9,3%,66 : 34,University of North Carolina at Greensboro,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",False,False,Greensboro,NC,27402,Guilford,36.067503,-79.809844
7320,601–800,Old Dominion University,26.0–33.4,7320,22.8,705,19.2,617,57.1,522,34.0,1238,29.9,890,United States,"19,064",19.3,3%,54 : 46,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False,Norfolk,VA,23529,Norfolk,36.884919,-76.309653
7440,601–800,Portland State University,26.0–33.4,7440,19.8,841,21.7,519,42.8,664,34.6,1073,31.8,851,United States,"20,666",18.4,9%,54 : 46,Portland State University,"Business & Management,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy",False,False,Portland,OR,97201,Multnomah,45.511698,-122.684197
7510,601–800,Rochester Institute of Technology,26.0–33.4,7510,19.6,860,17.2,685,42.9,662,36.1,893,39.9,693,United States,"14,200",16.2,18%,34 : 66,Rochester Institute of Technology,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",False,False,Rochester,NY,14623,Monroe,43.084436,-77.673854
7570,601–800,University of San Diego,26.0–33.4,7570,37.4,252,18.1,652,38.1,725,39.5,626,25.0,993,United States,"7,671",13.0,8%,56 : 44,University of San Diego,"Politics & International Studies (incl Development Studies),Computer Science,Business & Management,General Engineering,Psychology,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Architecture,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Sociology,Education,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,San Diego,CA,92110,San Diego,32.77142,-117.188721
7670,601–800,University of South Alabama,26.0–33.4,7670,31.4,398,10.0,1052,44.2,641,35.8,925,25.1,991,United States,"14,391",15.0,6%,61 : 39,University of South Alabama,"General Engineering,Electrical & Electronic Engineering,Accounting & Finance,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Sociology,Computer Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Politics & International Studies (incl Development Studies),Medicine & Dentistry,History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Psychology,Education,Sport Science,Civil Engineering,Geography,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Chemistry,Mechanical & Aerospace Engineering",False,False,Mobile,AL,36688,Mobile,30.695081,-88.18189
7680,601–800,University of South Dakota,26.0–33.4,7680,30.4,435,14.5,784,55.8,532,38.6,684,24.4,1013,United States,"15,570",35.3,3%,61 : 39,University of South Dakota,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Education,Business & Management,Geography,Computer Science,Communication & Media Studies,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Law,Physics & Astronomy",False,False,Vermillion,SD,57069,Clay,42.784676,-96.926533
7840,601–800,Texas Tech University,26.0–33.4,7840,30.5,427,20.7,557,42.3,672,36.7,833,44.6,610,United States,"32,486",22.2,9%,46 : 54,Texas Tech University,"Sociology,Archaeology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Geography,Mathematics & Statistics,Education,Architecture,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Biological Sciences,Law,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Sport Science,Civil Engineering,Business & Management",False,False,Lubbock,TX,79409,Lubbock,33.580451,-101.877129
7930,601–800,Western Washington University,26.0–33.4,7930,14.7,1159,10.2,1036,61.1,471,34.0,1255,22.2,1064,United States,"13,726",17.7,1%,57 : 43,Western Washington University United States USA Washington,"General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Sociology,Geography,Economics & Econometrics,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,Sport Science,Archaeology,Business & Management",False,False,Bellingham,WA,98225,Whatcom,48.737379,-122.485016
7950,601–800,West Virginia University,26.0–33.4,7950,18.9,909,10.2,1037,53.8,546,34.0,1257,39.4,705,United States,"23,689",16.8,8%,47 : 53,West Virginia University,"Mathematics & Statistics,Geography,Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,Civil Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Archaeology,Medicine & Dentistry,Business & Management,Chemistry,Economics & Econometrics,Sociology,Psychology,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,General Engineering,Law,Sport Science",False,False,Morgantown,WV,26506,Monongalia,39.63468,-79.953926
8580,801–1000,East Carolina University,19.0–25.9,8580,20.9,781,11.5,940,27.9,864,38.9,662,27.7,933,United States,"25,297",14.1,2%,59 : 41,East Carolina University,"History, Philosophy & Theology,General Engineering,Communication & Media Studies,Business & Management,Mathematics & Statistics,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Sociology,Archaeology,Computer Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Psychology,Architecture,Biological Sciences,Other Health,Sport Science",False,False,Greenville,NC,27858,Pitt,35.606347,-77.366199
8720,801–1000,Florida Atlantic University,19.0–25.9,8720,17.5,985,14.6,779,35.9,758,39.4,632,43.9,620,United States,"23,449",18.7,11%,60 : 40,Florida Atlantic University,"History, Philosophy & Theology,Architecture,Computer Science,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Education,Physics & Astronomy,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences",False,False,Boca Raton,FL,33431,Palm Beach,26.372421,-80.102978
8730,801–1000,Florida Institute of Technology,19.0–25.9,8730,24.6,611,13.5,832,28.6,847,36.8,816,58.6,379,United States,"5,483",13.8,36%,34 : 66,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,Melbourne,FL,32901,Brevard,28.064503,-80.624628
9360,801–1000,Oakland University,19.0–25.9,9360,21.0,778,12.7,872,23.4,939,34.9,1029,26.8,948,United States,"15,927",19.3,3%,58 : 42,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False,Rochester Hills,MI,48309,Oakland,42.674569,-83.216414
12090,1001+,University of Southern Mississippi,9.8–18.9,12090,19.8,842,11.3,964,22.0,964,38.3,704,26.4,960,United States,"13,562",18.5,4%,64 : 36,University of Southern Mississippi,"Accounting & Finance,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,Psychology,Education,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,General Engineering,Chemical Engineering,Business & Management,Chemistry,Geography,History, Philosophy & Theology,Other Health,Law,Languages, Literature & Linguistics",False,False,Hattiesburg,MS,39406,Forrest,31.327499,-89.33791
