rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
7020,601–800,Louisiana Tech University,26.0–33.4,7020,17.7,975,10.5,1018,53.0,550,34.5,1087,33.6,820,United States,"11,138",27.4,4%,45 : 55,Louisiana Tech University,"History, Philosophy & Theology,Mathematics & Statistics,Civil Engineering,Architecture,Communication & Media Studies,Chemical Engineering,Computer Science,Economics & Econometrics,Business & Management,Sport Science,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Sociology,Accounting & Finance,Biological Sciences,Education,General Engineering",False,False,Ruston,LA,71272,Lincoln,32.525518,-92.64964,2019
7060,601–800,Marquette University,26.0–33.4,7060,36.1,284,14.0,800,32.1,810,36.2,884,23.7,1029,United States,"10,494",12.3,5%,53 : 47,Marquette University,"Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Civil Engineering,Law,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Physics & Astronomy,Sport Science,Education,Computer Science",False,False,Milwaukee,WI,53233,Milwaukee,43.037183,-87.931088,2019
7120,601–800,Mississippi State University,26.0–33.4,7120,21.0,777,16.1,720,41.8,677,38.0,722,24.2,1015,United States,"23,609",18.6,3%,51 : 49,Mississippi State University,"Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Psychology,Architecture,Electrical & Electronic Engineering,Veterinary Science,Economics & Econometrics,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Other Health,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False,Mississippi State,MS,39762,Oktibbeha,33.451697,-88.790826,2019
7280,601–800,University of North Carolina at Greensboro,26.0–33.4,7280,21.2,769,20.6,558,39.0,716,34.9,1028,19.5,1138,United States,"18,593",24.9,3%,66 : 34,University of North Carolina at Greensboro,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",False,False,Greensboro,NC,27402,Guilford,36.067503,-79.809844,2019
7320,601–800,Old Dominion University,26.0–33.4,7320,22.8,705,19.2,617,57.1,522,34.0,1238,29.9,890,United States,"19,064",19.3,3%,54 : 46,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False,Norfolk,VA,23529,Norfolk,36.884919,-76.309653,2019
7440,601–800,Portland State University,26.0–33.4,7440,19.8,841,21.7,519,42.8,664,34.6,1073,31.8,851,United States,"20,666",18.4,9%,54 : 46,Portland State University,"Business & Management,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy",False,False,Portland,OR,97201,Multnomah,45.511698,-122.684197,2019
7510,601–800,Rochester Institute of Technology,26.0–33.4,7510,19.6,860,17.2,685,42.9,662,36.1,893,39.9,693,United States,"14,200",16.2,18%,34 : 66,Rochester Institute of Technology,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",False,False,Rochester,NY,14623,Monroe,43.084436,-77.673854,2019
7570,601–800,University of San Diego,26.0–33.4,7570,37.4,252,18.1,652,38.1,725,39.5,626,25.0,993,United States,"7,671",13.0,8%,56 : 44,University of San Diego,"Politics & International Studies (incl Development Studies),Computer Science,Business & Management,General Engineering,Psychology,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Architecture,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Sociology,Education,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,San Diego,CA,92110,San Diego,32.77142,-117.188721,2019
7670,601–800,University of South Alabama,26.0–33.4,7670,31.4,398,10.0,1052,44.2,641,35.8,925,25.1,991,United States,"14,391",15.0,6%,61 : 39,University of South Alabama,"General Engineering,Electrical & Electronic Engineering,Accounting & Finance,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Sociology,Computer Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Politics & International Studies (incl Development Studies),Medicine & Dentistry,History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Psychology,Education,Sport Science,Civil Engineering,Geography,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Chemistry,Mechanical & Aerospace Engineering",False,False,Mobile,AL,36688,Mobile,30.695081,-88.18189,2019
7680,601–800,University of South Dakota,26.0–33.4,7680,30.4,435,14.5,784,55.8,532,38.6,684,24.4,1013,United States,"15,570",35.3,3%,61 : 39,University of South Dakota,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Education,Business & Management,Geography,Computer Science,Communication & Media Studies,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Law,Physics & Astronomy",False,False,Vermillion,SD,57069,Clay,42.784676,-96.926533,2019
7840,601–800,Texas Tech University,26.0–33.4,7840,30.5,427,20.7,557,42.3,672,36.7,833,44.6,610,United States,"32,486",22.2,9%,46 : 54,Texas Tech University,"Sociology,Archaeology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Geography,Mathematics & Statistics,Education,Architecture,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Biological Sciences,Law,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Sport Science,Civil Engineering,Business & Management",False,False,Lubbock,TX,79409,Lubbock,33.580451,-101.877129,2019
7930,601–800,Western Washington University,26.0–33.4,7930,14.7,1159,10.2,1036,61.1,471,34.0,1255,22.2,1064,United States,"13,726",17.7,1%,57 : 43,Western Washington University United States USA Washington,"General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Sociology,Geography,Economics & Econometrics,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,Sport Science,Archaeology,Business & Management",False,False,Bellingham,WA,98225,Whatcom,48.737379,-122.485016,2019
7950,601–800,West Virginia University,26.0–33.4,7950,18.9,909,10.2,1037,53.8,546,34.0,1257,39.4,705,United States,"23,689",16.8,8%,47 : 53,West Virginia University,"Mathematics & Statistics,Geography,Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,Civil Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Archaeology,Medicine & Dentistry,Business & Management,Chemistry,Economics & Econometrics,Sociology,Psychology,History, Philosophy & Theology,Computer Science,Agriculture & Forestry,General Engineering,Law,Sport Science",False,False,Morgantown,WV,26506,Monongalia,39.63468,-79.953926,2019
8580,801–1000,East Carolina University,19.0–25.9,8580,20.9,781,11.5,940,27.9,864,38.9,662,27.7,933,United States,"25,297",14.1,2%,59 : 41,East Carolina University,"History, Philosophy & Theology,General Engineering,Communication & Media Studies,Business & Management,Mathematics & Statistics,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Sociology,Archaeology,Computer Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Psychology,Architecture,Biological Sciences,Other Health,Sport Science",False,False,Greenville,NC,27858,Pitt,35.606347,-77.366199,2019
8720,801–1000,Florida Atlantic University,19.0–25.9,8720,17.5,985,14.6,779,35.9,758,39.4,632,43.9,620,United States,"23,449",18.7,11%,60 : 40,Florida Atlantic University,"History, Philosophy & Theology,Architecture,Computer Science,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Education,Physics & Astronomy,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences",False,False,Boca Raton,FL,33431,Palm Beach,26.372421,-80.102978,2019
8730,801–1000,Florida Institute of Technology,19.0–25.9,8730,24.6,611,13.5,832,28.6,847,36.8,816,58.6,379,United States,"5,483",13.8,36%,34 : 66,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,Melbourne,FL,32901,Brevard,28.064503,-80.624628,2019
9360,801–1000,Oakland University,19.0–25.9,9360,21.0,778,12.7,872,23.4,939,34.9,1029,26.8,948,United States,"15,927",19.3,3%,58 : 42,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False,Rochester Hills,MI,48309,Oakland,42.674569,-83.216414,2019
12090,1001+,University of Southern Mississippi,9.8–18.9,12090,19.8,842,11.3,964,22.0,964,38.3,704,26.4,960,United States,"13,562",18.5,4%,64 : 36,University of Southern Mississippi,"Accounting & Finance,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,Psychology,Education,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,General Engineering,Chemical Engineering,Business & Management,Chemistry,Geography,History, Philosophy & Theology,Other Health,Law,Languages, Literature & Linguistics",False,False,Hattiesburg,MS,39406,Forrest,31.327499,-89.33791,2019
1240,=123,Arizona State University (Tempe),59.0,1240,42.7,173,47.4,130,88.7,136,38.6,678,58.6,377,United States,"46,362",20.8,20%,43 : 57,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False,Tempe,AZ,85281,Maricopa,33.4172,-111.9355,2019
4170,401–500,"Colorado State University, Fort Collins",37.1–41.6,4170,29.0,461,25.7,417,68.1,378,39.1,648,38.4,717,United States,"25,374",16.5,6%,53 : 47,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False,Fort Collins,CO,80523,Larimer,39.7448,-104.9887,2019
160,16,Columbia University,87.2,160,85.4,14,83.1,24,98.8,21,44.8,414,79.0,174,United States,"26,586",6.0,37%,,Columbia University,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",False,False,New York,NY,10027,New York,40.8075,-73.9619,2019
340,34,Georgia Institute of Technology,77.5,340,62.5,53,76.1,33,95.1,64,62.2,191,77.1,193,United States,"21,903",21.5,27%,32 : 68,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",False,False,Atlanta,GA,30332,Fulton,33.7756,-84.3963,2019
1470,=146,Indiana University,57.3,1470,49.4,108,45.6,143,78.6,253,52.8,271,52.6,463,United States,"65,707",13.8,16%,52 : 48,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",False,False,Bloomington,IN,47405,Monroe,39.1678,-86.5235,2019
5380,501–600,Kent State University,33.5–37.0,5380,21.3,764,17.5,675,63.7,443,34.1,1171,40.8,671,United States,"24,469",19.3,10%,59 : 41,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False,Kent,TX,44242,Portage,41.1516,-81.337,2019
5480,501–600,Louisiana State University,33.5–37.0,5480,33.0,347,22.4,499,54.6,542,34.0,1230,34.5,800,United States,"29,533",20.5,6%,52 : 48,Louisiana State University,"Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Sociology,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Chemistry,Other Health,Education,Languages, Literature & Linguistics,Geography,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Psychology,Law,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering",False,False,Baton Rouge,LA,70803,East Baton Rouge,30.4127,-91.1807,2019
7260,601–800,New Mexico State University (Main campus),26.0–33.4,7260,21.8,746,14.3,788,53.9,545,38.6,683,35.5,778,United States,"13,329",17.3,8%,53 : 47,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False,Las Cruces,NY,88003,Doña Ana,32.2829,-106.7478,2019
2730,251–300,North Carolina State University,46.4–49.4,2730,37.3,253,34.3,257,69.8,357,43.4,451,55.9,413,United States,"30,190",12.8,14%,45 : 55,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,Raleigh,NC,27695,Wake,35.7851,-78.6744,2019
1850,=184,"Northeastern University, US",54.4,1850,37.0,262,26.5,401,96.3,47,37.2,787,74.0,217,United States,"19,191",13.8,33%,49 : 51,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False,Boston,MA,2115,Suffolk,42.3395,-71.0878,2019
720,=71,Ohio State University (Main campus),65.3,720,56.7,74,54.9,84,87.1,160,52.9,270,58.3,384,United States,"53,540",12.8,12%,49 : 51,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False,Columbus,OH,43210,Franklin,39.9995,-83.0082,2019
5650,501–600,Oklahoma State University,33.5–37.0,5650,26.0,559,19.6,601,60.9,473,37.0,799,42.9,643,United States,"21,638",15.6,7%,49 : 51,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False,Stillwater,OK,74078,Payne,36.123,-97.0696,2019
2740,251–300,Oregon Health and Science University,46.4–49.4,2740,35.1,305,16.5,708,99.5,9,45.0,409,25.6,978,United States,"2,899",1.0,3%,65 : 35,Oregon Health and Science University,"Other Health,Psychology,Medicine & Dentistry,Biological Sciences,Chemistry",False,False,Portland,OR,97239,Multnomah,45.4988,-122.686,2019
640,64,Purdue University West Lafayette,67.4,640,61.6,57,68.6,49,71.1,348,64.6,176,71.8,236,United States,"39,409",17.0,23%,42 : 58,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False,West Lafayette,IN,47907,Tippecanoe,40.4281,-86.9143,2019
1780,=176,Rutgers University – New Brunswick,54.9,1780,45.4,140,44.5,148,77.4,268,39.8,610,50.4,506,United States,"44,127",11.2,16%,52 : 48,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,New Brunswick,NJ,8901,Middlesex,40.4995,-74.447,2019
4840,401–500,SUNY University at Albany,37.1–41.6,4840,21.7,754,35.2,245,65.5,415,37.5,765,48.6,531,United States,"15,954",16.2,10%,52 : 48,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False,Albany,NY,12222,Albany,42.6869,-73.8249,2019
5760,501–600,Saint Louis University,33.5–37.0,5760,36.6,269,14.9,766,60.5,480,36.3,868,28.5,918,United States,"11,220",7.3,7%,59 : 41,Saint Louis University,"Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Physics & Astronomy,Education,Civil Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sport Science,Chemical Engineering,History, Philosophy & Theology,Geography,Other Health,Medicine & Dentistry,Psychology,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Business & Management,Law",False,False,St. Louis,MO,63103,St. Louis City,38.6365,-90.2333,2019
1730,=171,Texas A&M University,55.4,1730,51.6,94,54.6,87,61.1,470,47.5,368,53.4,450,United States,"58,567",25.8,9%,48 : 52,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False,College Station,TX,77843,Brazos,30.6107,-96.3491,2019
9790,801–1000,Texas State University,19.0–25.9,9790,17.4,994,11.7,934,24.4,922,34.4,1116,30.5,879,United States,"31,120",19.7,1%,58 : 42,Texas State University,"Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Law,Chemistry,Business & Management,Geography,Biological Sciences,Sport Science,Other Health,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy",False,False,San Marcos,TX,78666,Hays,29.888,-97.9391,2019
100,10,The University of Chicago,90.2,100,90.2,7,90.1,13,99.0,17,41.4,528,70.9,243,United States,"13,562",6.1,25%,44 : 56,The University of Chicago,"Business & Management,Physics & Astronomy,Economics & Econometrics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Archaeology,Computer Science,Art, Performing Arts & Design,Geography,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Chemistry",False,False,Chicago,IL,60637,Cook,41.7901,-87.6009,2019
